kanji,on,romaji on,kun,romaji kun,meaning,level,on…romaji kun
匁,,,もんめ め ひゃくめ,monme me hyakume ,monme; 3.75 grams; (kokuji);,1,…もんめ め ひゃくめ
也,ヤ エ,ya e,なり か また,nari ka mata ,to be (classical);,1,ヤ エ…なり か また
夜,ヤ,ya,よ よる,yo yoru ,night; evening;,3,ヤ…よ よる
耶,ヤ ジャ,ya zya,か,ka ,question mark;,1,ヤ ジャ…か
野,ヤ ショ,ya syo,の の-,no no ,plains; field; rustic; civilian life;,3,ヤ ショ…の の-
弥,ミ ビ,mi bi,いや や あまねし いよいよ とおい ひさし ひさしい わたる,iya ya amaneshi iyoiyo tooi hisashi hisashii wataru ,all the more; increasingly;,1,ミ ビ…いや や あまねし いよいよ とおい ひさし ひさしい わたる
矢,シ,shi,や,ya ,dart; arrow;,1,シ…や
厄,ヤク,yaku,,,unlucky; misfortune; bad luck; disaster;,1,ヤク…
役,ヤク エキ,yaku eki,,,duty; war; campaign; drafted labor; office; service; role;,2,ヤク エキ…
約,ヤク,yaku,,,promise; approximately; shrink;,2,ヤク…
薬,ヤク,yaku,くすり,kusuri ,medicine; chemical; enamel; gunpowder; benefit;,2,ヤク…くすり
訳,ヤク,yaku,わけ,wake ,translate; reason; circumstance; case;,1,ヤク…わけ
躍,ヤク,yaku,おどる,odoru ,leap; dance; skip;,1,ヤク…おどる
靖,セイ ジョウ,sei zyou,やすんじる,yasunjiru ,peaceful;,1,セイ ジョウ…やすんじる
柳,リュウ,ryuu,やなぎ,yanagi ,willow;,1,リュウ…やなぎ
愉,ユ,yu,たのしい たのしむ,tanoshii tanoshimu ,pleasure; happy; rejoice;,1,ユ…たのしい たのしむ
油,ユ ユウ,yu yuu,あぶら,abura ,oil; fat;,2,ユ ユウ…あぶら
癒,ユ,yu,いえる いやす,ieru iyasu ,healing; cure; quench (thirst); wreak;,1,ユ…いえる いやす
諭,ユ,yu,さとす,satosu ,rebuke; admonish; charge; warn; persuade;,1,ユ…さとす
輸,ユ シュ,yu syu,,,transport; send; be inferior;,2,ユ シュ…
唯,ユイ イ,yui i,ただ,tada ,solely; only; merely; simply;,1,ユイ イ…ただ
佑,ユウ ウ,yuu u,たすける,tasukeru ,help; assist;,1,ユウ ウ…たすける
優,ユウ ウ,yuu u,やさしい すぐれる まさる,yasashii sugureru masaru ,tenderness; excel; surpass; actor; superiority; gentleness;,2,ユウ ウ…やさしい すぐれる まさる
勇,ユウ,yuu,いさむ,isamu ,courage; cheer up; be in high spirits; bravery; heroism;,2,ユウ…いさむ
友,ユウ,yuu,とも,tomo ,friend;,4,ユウ…とも
幽,ユウ,yuu,,,seclude; confine to a room;,1,ユウ…
悠,ユウ,yuu,,,permanence; distant; long time; leisure;,1,ユウ…
憂,ユウ,yuu,うれえる うれい うい うき,ureeru urei ui uki ,melancholy; grieve; lament; be anxious; sad; unhappy;,1,ユウ…うれえる うれい うい うき
有,ユウ ウ,yuu u,ある,aru ,possess; have; exist; happen; occur; approx;,3,ユウ ウ…ある
猶,ユウ ユ,yuu yu,なお,nao ,furthermore; still; yet;,1,ユウ ユ…なお
由,ユ ユウ ユイ,yu yuu yui,よし よる,yoshi yoru ,wherefore; a reason;,2,ユ ユウ ユイ…よし よる
祐,ユウ ウ,yuu u,たすける,tasukeru ,help;,1,ユウ ウ…たすける
裕,ユウ,yuu,,,abundant; rich; fertile;,1,ユウ…
誘,ユウ イウ,yuu iu,さそう いざなう,sasou izanau ,entice; lead; tempt; invite; ask; call for; seduce; allure;,1,ユウ イウ…さそう いざなう
遊,ユウ ユ,yuu yu,あそぶ あそばす,asobu asobasu ,play;,2,ユウ ユ…あそぶ あそばす
郵,ユウ,yuu,,,mail; stagecoach stop;,2,ユウ…
雄,ユウ,yuu,お- おす おん,o osu on ,masculine; male; hero; leader; superiority; excellence;,1,ユウ…お- おす おん
融,ユウ,yuu,とける とかす,tokeru tokasu ,dissolve; melt;,1,ユウ…とける とかす
夕,セキ,seki,ゆう,yuu ,evening;,3,セキ…ゆう
予,ヨ シャ,yo sya,あらかじめ,arakajime ,beforehand; previous; myself; I;,2,ヨ シャ…あらかじめ
余,ヨ,yo,あまる あまり あます,amaru amari amasu ,too much; myself; surplus; other; remainder;,2,ヨ…あまる あまり あます
与,ヨ,yo,あたえる あずかる くみする ともに,ataeru azukaru kumisuru tomoni ,bestow; participate in; give; award; impart; provide; cause; gift; godsend;,2,ヨ…あたえる あずかる くみする ともに
誉,ヨ,yo,ほまれ ほめる,homare homeru ,reputation; praise; honor; glory;,1,ヨ…ほまれ ほめる
預,ヨ,yo,あずける あずかる,azukeru azukaru ,deposit; custody; leave with; entrust to;,2,ヨ…あずける あずかる
幼,ヨウ,you,おさない,osanai ,infancy; childhood;,2,ヨウ…おさない
容,ヨウ,you,いれる,ireru ,contain; form; looks;,2,ヨウ…いれる
庸,ヨウ,you,,,commonplace; ordinary; employment;,1,ヨウ…
揚,ヨウ,you,あげる あがる,ageru agaru ,hoist; fry in deep fat;,1,ヨウ…あげる あがる
揺,ヨウ,you,ゆれる ゆる ゆらぐ ゆるぐ ゆする ゆさぶる ゆすぶる うごく,yureru yuru yuragu yurugu yusuru yusaburu yusuburu ugoku ,swing; shake; sway; rock; tremble; vibrate;,1,ヨウ…ゆれる ゆる ゆらぐ ゆるぐ ゆする ゆさぶる ゆすぶる うごく
擁,ヨウ,you,,,hug; embrace; possess; protect; lead;,1,ヨウ…
曜,ヨウ,you,,,weekday;,3,ヨウ…
様,ヨウ ショウ,you syou,さま,sama ,Esq.; way; manner; situation; polite suffix;,2,ヨウ ショウ…さま
洋,ヨウ,you,,,ocean; western style;,3,ヨウ…
溶,ヨウ,you,とける とかす とく,tokeru tokasu toku ,melt; dissolve; thaw;,2,ヨウ…とける とかす とく
用,ヨウ,you,もちいる,mochiiru ,utilize; business; service; use; employ;,3,ヨウ…もちいる
窯,ヨウ,you,かま,kama ,kiln; oven; furnace;,1,ヨウ…かま
羊,ヨウ,you,ひつじ,hitsuji ,sheep;,1,ヨウ…ひつじ
葉,ヨウ,you,は,ha ,leaf; plane; lobe; needle; blade; spear; counter for flat things; fragment; piece;,2,ヨウ…は
蓉,ヨウ,you,,,lotus;,1,ヨウ…
要,ヨウ,you,いる,iru ,need; main point; essence; pivot; key to;,2,ヨウ…いる
謡,ヨウ,you,うたい うたう,utai utau ,noh chanting;,1,ヨウ…うたい うたう
踊,ヨウ,you,おどる,odoru ,jump; dance; leap; skip;,2,ヨウ…おどる
遥,ヨウ,you,はるか,haruka ,far off; distant; long ago;,1,ヨウ…はるか
陽,ヨウ,you,ひ,hi ,sunshine; yang principle; positive; male; heaven; daytime;,2,ヨウ…ひ
養,ヨウ リョウ,you ryou,やしなう,yashinau ,foster; bring up; rear; develop; nurture;,1,ヨウ リョウ…やしなう
抑,ヨク,yoku,おさえる,osaeru ,repress; well; now; in the first place; push; shove; press; seal; do in spite of;,1,ヨク…おさえる
欲,ヨク,yoku,ほっする ほしい,hossuru hoshii ,longing; covetousness; greed; passion; desire; craving;,2,ヨク…ほっする ほしい
浴,ヨク,yoku,あびる あびせる,abiru abiseru ,bathe; be favored with; bask in;,2,ヨク…あびる あびせる
翌,ヨク,yoku,,,the following; next;,2,ヨク…
翼,ヨク,yoku,つばさ,tsubasa ,wing; plane; flank;,1,ヨク…つばさ
羅,ラ,ra,,,gauze; thin silk; Rome;,1,ラ…
裸,ラ,ra,はだか,hadaka ,naked; nude; uncovered; partially clothed;,1,ラ…はだか
来,ライ タイ,rai tai,くる きたる きたす きたす きたる き こ,kuru kitaru kitasu kitasu kitaru ki ko ,come; due; next; cause; become;,4,ライ タイ…くる きたる きたす きたす きたる き こ
頼,ライ,rai,たのむ たのもしい たよる,tanomu tanomoshii tayoru ,trust; request;,2,ライ…たのむ たのもしい たよる
雷,ライ,rai,かみなり,kaminari ,thunder; lightening bolt;,1,ライ…かみなり
絡,ラク,raku,からむ からまる,karamu karamaru ,entwine; coil around; get caught in;,2,ラク…からむ からまる
落,ラク,raku,おちる おち おとす,ochiru ochi otosu ,fall; drop; come down;,2,ラク…おちる おち おとす
酪,ラク,raku,,,dairy products; whey; broth; fruit juice;,1,ラク…
乱,ラン ロン,ran ron,みだれる みだる みだす みだ おさめる わたる,midareru midaru midasu mida osameru wataru ,riot; war; disorder; disturb;,2,ラン ロン…みだれる みだる みだす みだ おさめる わたる
卵,ラン,ran,たまご,tamago ,egg; ovum; spawn; roe;,2,ラン…たまご
嵐,ラン,ran,あらし,arashi ,storm; tempest;,1,ラン…あらし
欄,ラン,ran,てすり,tesuri ,column; handrail; blank; space;,1,ラン…てすり
濫,ラン,ran,みだりに みだりがましい,midarini midarigamashii ,excessive; overflow; spread out;,1,ラン…みだりに みだりがましい
藍,ラン,ran,あい,ai ,indigo;,1,ラン…あい
蘭,ラン ラ,ran ra,,,orchid; Holland;,1,ラン ラ…
覧,ラン,ran,みる,miru ,perusal; see;,1,ラン…みる
利,リ,ri,きく,kiku ,profit; advantage; benefit;,2,リ…きく
吏,リ,ri,,,officer; an official;,1,リ…
履,リ,ri,はく,haku ,footgear; shoes; boots; put on (the feet;,1,リ…はく
李,リ,ri,すもも,sumomo ,plum;,1,リ…すもも
梨,リ,ri,なし,nashi ,pear tree;,1,リ…なし
理,リ,ri,ことわり,kotowari ,logic; arrangement; reason; justice; truth;,3,リ…ことわり
璃,リ,ri,,,glassy; lapis lazuli;,1,リ…
痢,リ,ri,,,diarrhea;,1,リ…
裏,リ,ri,うら,ura ,back; amidst; in; reverse; inside; palm; sole; rear; lining; wrong side;,2,リ…うら
里,リ,ri,さと,sato ,ri; village; parents home; league;,1,リ…さと
離,リ,ri,はなれる はなす,hanareru hanasu ,detach; separation; disjoin; digress;,1,リ…はなれる はなす
陸,リク ロク,riku roku,おか,oka ,land; six;,2,リク ロク…おか
律,リツ リチ レツ,ritsu richi retsu,,,rhythm; law; regulation; gauge; control;,2,リツ リチ レツ…
率,ソツ リツ シュツ,sotsu ritsu syutsu,ひきいる,hikiiru ,ratio; rate; proportion; %; coefficient; factor;,1,ソツ リツ シュツ…ひきいる
立,リツ リュウ リットル,ritsu ryuu ritoru,たつ たち- たてる たて- たて-,tatsu tachi tateru tate tate ,stand up;,3,リツ リュウ リットル…たつ たち- たてる たて- たて-
略,リャク,ryaku,ほぼ おかす おさめる はかりごと はかる はぶく りゃくす りゃくする,hobo okasu osameru hakarigoto hakaru habuku ryakusu ryakusuru ,abbreviation; omission; outline; shorten; capture; plunder;,2,リャク…ほぼ おかす おさめる はかりごと はかる はぶく りゃくす りゃくする
流,リュウ ル,ryuu ru,ながれる ながれ ながす,nagareru nagare nagasu ,current; a sink; flow; forfeit;,2,リュウ ル…ながれる ながれ ながす
留,リュウ ル,ryuu ru,とめる とまる とどめる とどまる るうぶる,tomeru tomaru todomeru todomaru ruuburu ,detain; fasten; halt; stop;,2,リュウ ル…とめる とまる とどめる とどまる るうぶる
硫,リュウ,ryuu,,,sulphur;,1,リュウ…
粒,リュウ,ryuu,つぶ,tsubu ,grains; drop; counter for tiny particles;,2,リュウ…つぶ
隆,リュウ,ryuu,,,hump; high; noble; prosperity;,1,リュウ…
竜,リュウ リョウ ロウ,ryuu ryou rou,たつ いせ,tatsu ise ,dragon; imperial;,1,リュウ リョウ ロウ…たつ いせ
慮,リョ,ryo,おもんぱくる おもんぱかる,omonpakuru omonpakaru ,prudence; thought; concern; consider; deliberate; fear;,1,リョ…おもんぱくる おもんぱかる
旅,リョ,ryo,たび,tabi ,trip; travel;,3,リョ…たび
虜,リョ ロ,ryo ro,とりこ とりく,toriko toriku ,captive; barbarian; low epithet for the enemy;,1,リョ ロ…とりこ とりく
了,リョウ,ryou,,,complete; finish;,2,リョウ…
亮,リョウ,ryou,あきらか,akiraka ,clear; help;,1,リョウ…あきらか
僚,リョウ,ryou,,,colleague; official; companion;,1,リョウ…
両,リョウ,ryou,てる ふたつ,teru futatsu ,both; old Japanese coin; counter for vehicles; two;,2,リョウ…てる ふたつ
寮,リョウ,ryou,,,dormitory; hostel; villa; tea pavillion;,1,リョウ…
料,リョウ,ryou,,,fee; materials;,3,リョウ…
涼,リョウ,ryou,すずしい すずむ すずやか うすい ひやす まことに,suzushii suzumu suzuyaka usui hiyasu makotoni ,refreshing; nice and cool;,2,リョウ…すずしい すずむ すずやか うすい ひやす まことに
猟,リョウ レフ,ryou rehu,かり かる,kari karu ,game-hunting; shooting; game; bag;,1,リョウ レフ…かり かる
療,リョウ,ryou,,,heal; cure;,2,リョウ…
糧,リョウ ロウ,ryou rou,かて,kate ,provisions; food; bread;,1,リョウ ロウ…かて
良,リョウ,ryou,よい いい,yoi ii ,good; pleasing; skilled;,2,リョウ…よい いい
諒,リョウ,ryou,あきらか まことに,akiraka makotoni ,fact; reality; understand; appreciate;,1,リョウ…あきらか まことに
遼,リョウ,ryou,,,distant;,1,リョウ…
量,リョウ,ryou,はかる,hakaru ,quantity; measure; weight; amount; consider; estimate; surmise;,2,リョウ…はかる
陵,リョウ,ryou,みささぎ,misasagi ,mausoleum; imperial tomb;,1,リョウ…みささぎ
領,リョウ,ryou,,,jurisdiction; dominion; territory; fief; reign;,2,リョウ…
力,リョク リキ リイ,ryoku riki rii,ちから,chikara ,power; strong; strain; bear up; exert;,3,リョク リキ リイ…ちから
緑,リョク ロク,ryoku roku,みどり,midori ,green;,2,リョク ロク…みどり
倫,リン,rin,,,ethics; companion;,1,リン…
厘,リン,rin,,,rin; 1/10sen; 1/10bu;,1,リン…
林,リン,rin,はやし,hayashi ,grove; forest;,2,リン…はやし
臨,リン,rin,のぞむ,nozomu ,look to; face; meet; confront; attend; call on;,1,リン…のぞむ
輪,リン,rin,わ,wa ,wheel; ring; circle; link; loop; counter for wheels and flowers;,2,リン…わ
隣,リン,rin,となる となり,tonaru tonari ,neighboring;,1,リン…となる となり
瑠,ル リュウ,ru ryuu,,,lapis lazuli;,1,ル リュウ…
塁,ルイ ライ スイ,rui rai sui,とりで,toride ,bases; fort; rampart; walls; base(ball);,1,ルイ ライ スイ…とりで
涙,ルイ レイ,rui rei,なみだ,namida ,tears; sympathy;,2,ルイ レイ…なみだ
累,ルイ,rui,,,accumulate; involvement; trouble; tie up; continually;,1,ルイ…
類,ルイ,rui,たぐい,tagui ,sort; kind; variety; class; genus;,2,ルイ…たぐい
令,レイ,rei,,,orders; ancient laws; command; decree;,2,レイ…
伶,レイ リョウ,rei ryou,わざおぎ,wazaogi ,actor;,1,レイ リョウ…わざおぎ
例,レイ,rei,たとえる,tatoeru ,example; custom; usage; precedent;,2,レイ…たとえる
冷,レイ,rei,つめたい ひえる ひや ひややか ひやす ひやかす さめる さます,tsumetai hieru hiya hiyayaka hiyasu hiyakasu sameru samasu ,cool; cold (beer person); chill;,2,レイ…つめたい ひえる ひや ひややか ひやす ひやかす さめる さます
励,レイ,rei,はげむ はげます,hagemu hagemasu ,encourage; be diligent; inspire;,1,レイ…はげむ はげます
嶺,レイ リョウ,rei ryou,,,peak; summit;,1,レイ リョウ…
怜,レイ レン リョウ,rei ren ryou,あわれむ さとい,awaremu satoi ,wise;,1,レイ レン リョウ…あわれむ さとい
玲,レイ,rei,,,sound of jewels;,1,レイ…
礼,レイ ライ,rei rai,,,salute; bow; ceremony; thanks; remuneration;,2,レイ ライ…
鈴,レイ リン,rei rin,すず,suzu ,small bell; buzzer;,1,レイ リン…すず
隷,レイ,rei,したがう しもべ,shitagau shimobe ,slave; servant; prisoner; criminal; follower;,1,レイ…したがう しもべ
零,レイ,rei,ぜろ こぼす こぼれる,zero kobosu koboreru ,zero; spill; overflow; nothing; cipher;,2,レイ…ぜろ こぼす こぼれる
霊,レイ リョウ,rei ryou,たま,tama ,spirits; soul;,1,レイ リョウ…たま
麗,レイ,rei,うるわしい うららか,uruwashii uraraka ,lovely; companion;,1,レイ…うるわしい うららか
齢,レイ,rei,よわい とし,yowai toshi ,age;,2,レイ…よわい とし
暦,レキ,reki,こよみ,koyomi ,calendar; almanac;,1,レキ…こよみ
歴,レキ レッキ,reki reki,,,curriculum; continuation; passage of time;,2,レキ レッキ…
列,レツ レ,retsu re,,,file; row; rank; tier; column;,2,レツ レ…
劣,レツ,retsu,おとる,otoru ,inferiority; be inferior to; be worse;,1,レツ…おとる
烈,レツ,retsu,はげしい,hageshii ,ardent; violent; vehement; furious; severe; extreme;,1,レツ…はげしい
裂,レツ,retsu,さく さける,saku sakeru ,split; rend; tear;,1,レツ…さく さける
廉,レン,ren,,,bargain; reason; charge; suspicion; point; account; purity; honest; low price; cheap; rested; contented; peaceful;,1,レン…
恋,レン,ren,こう こい こいしい,kou koi koishii ,romance; in love; yearn for; miss; darling;,2,レン…こう こい こいしい
練,レン,ren,ねる ねり,neru neri ,practice; gloss; train; drill; polish; refine;,2,レン…ねる ねり
